QID1,Position,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Comments,Gender,LGBTQ,UnderRep,Black,Asian,LatinX,MiddleEast,Native,HawaiiPI,White,Other,Ethnicity.text,Disability,Military,Academic_Class,Staff_wStudents,Faculty_rank,Faculty_appoint,Gender.exp,LGBTQ.text,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q19_1,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_11,Q19_12,Q19_13,Q19_14,Disability.text,role,Filter?,Sexual Identity
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,5,#N/A,5,I have never felt bad at UT for being transgender :),Transgender,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,2nd year undergraduate,#N/A,#N/A,#N/A,#N/A,#N/A,5,5,4,4,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Undisclosed
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,#N/A,5,#N/A,Cisgender Man*,Yes,Yes,0,0,1,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,4th year undergraduate,#N/A,#N/A,#N/A,#N/A,Asexual,3,3,3,3,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Asexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",5,4,3,4,4,4,5,3,#N/A,3,3,4,5,4,4,4,#N/A,#N/A,4,#N/A,Cisgender Man*,Yes,Yes,0,0,1,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,3rd year undergraduate,#N/A,#N/A,#N/A,#N/A,Homosexual,4,2,2,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Gay
"Yes, I consent","Staff (e.g., postdocs, technical staff, administrative staff, etc.)",5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,#N/A,#N/A,#N/A,Cisgender Woman*,"It's complicated, I'd like to expand further",Yes,0,0,1,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,#N/A,Yes,#N/A,#N/A,#N/A,undecided,1,1,1,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Staff,FALSE,Questioning
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,4,4,4,4,5,5,5,4,4,4,4,5,5,4,5,#N/A,5,#N/A,Cisgender Man*,Yes,Yes,1,0,1,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,4th year undergraduate,#N/A,#N/A,#N/A,#N/A,Bisexual,5,5,3,3,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,3,2,4,3,3,3,4,3,5,5,5,5,5,5,3,#N/A,3,#N/A,Nonbinary/Gender Non-Conforming,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,1st year undergraduate,#N/A,#N/A,#N/A,#N/A,#N/A,3,3,3,3,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Undisclosed
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",2,1,1,3,3,1,1,2,1,1,1,1,1,2,4,#N/A,#N/A,#N/A,1,no,Cisgender Woman*,Yes,No,0,1,0,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,4th year undergraduate,#N/A,#N/A,#N/A,#N/A,bi,3,2,2,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Faculty (e.g., instructional or research)",5,5,4,#N/A,5,5,5,5,5,5,5,5,5,5,#N/A,5,#N/A,5,#N/A,#N/A,Cisgender Man*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,#N/A,#N/A,Full,Tenured or tenure-track faculty,#N/A,#N/A,3,3,3,3,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Faculty,FALSE,Undisclosed
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",3,2,2,2,3,4,4,4,4,1,3,2,4,4,4,4,4,#N/A,3,I havent learned a single thing in 3 semesters and you raised my tuition by 20%,Cisgender Man*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,4th year undergraduate,#N/A,#N/A,#N/A,#N/A,Gay,5,5,3,5,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Gay
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,4,2,2,4,4,4,2,2,4,1,4,4,4,1,2,#N/A,2,"While this is not particularly the university's fault, I feel extremely disconnected from my peers in engineering. I believe this is because I am a woman, and there is an extremely disproportional gender ratio in my major (MechE). (I realize the university cannot totally control this ratio.) The men naturally tend to befriend each other and form groups while I feel awkward or intrusive or ""late to the party"" in a sense. Of course, it is very alienating to be a somewhat shy person starting a new life in a new city, but I feel I must go so extremely out of my way to find people who pay enough attention to include me or to see other women with similar interests that it's not sustainable. This has definitely impacted my school work because I tend to have trouble finding partners for projects, and I have few peers who happen to be in the same classes to turn to for questions or help. This is already a difficult major to pursue, and I just feel like I'm having to work harder than the men around me because I am at a disadvantage socially. Honestly, I don't have a great suggestion for fixing this problem because I've not really experienced blatant sexism or exclusion from staff/faculty/students. I'm starting to wonder if this major just isn't for me although I'm capable of learning it because I'm not sure if I would want to endure this in the actual work environment for the rest of my career.",Cisgender Woman*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,2nd year undergraduate,#N/A,#N/A,#N/A,#N/A,Bisexual,4,4,2,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,4,3,3,5,4,4,3,4,4,3,4,4,5,3,3,#N/A,3,#N/A,Cisgender Woman*,"It's complicated, I'd like to expand further",No,0,1,0,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,4th year undergraduate,#N/A,#N/A,#N/A,#N/A,Not sure,1,1,1,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Questioning
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,2,3,#N/A,3,#N/A,Cisgender Man*,Yes,Yes,0,0,1,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,2nd year undergraduate,#N/A,#N/A,#N/A,#N/A,Bisexual,3,2,1,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",1,1,1,1,1,1,5,5,4,1,3,1,3,3,3,1,1,#N/A,1,"I have not seen any evidence that faculty, especially in the mechanical engineering department, have any concern for anything besides money and number of publications. I would bet that many professors have never even heard words like ""pedagogy"" before, and it does not seem like there is any incentive to actually be good at teaching and mentoring. The typical professor is just a man who does research and little else. Faculty desperately need training in teaching, recognizing/respecting different backgrounds, helping students with disabilities, etc.",Cisgender Woman*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"Yes, I have a disability",I have never served,PhD student,#N/A,#N/A,#N/A,#N/A,Queer,4,5,1,3,4,#N/A,Attention Deficit/Hyperactivity Disorder,#N/A,#N/A,#N/A,#N/A,#N/A,Mental Health/Psychological Condition,#N/A,#N/A,#N/A,#N/A,#N/A,Graduate,FALSE,Queer
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,#N/A,4,#N/A,Cisgender Man*,"It's complicated, I'd like to expand further",Yes,0,0,1,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,2nd year undergraduate,#N/A,#N/A,#N/A,#N/A,"Not 100%, either Asexual or Heterosexual",4,3,3,3,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Questioning
"Yes, I consent","Staff (e.g., postdocs, technical staff, administrative staff, etc.)",3,3,4,3,3,3,4,5,3,5,3,2,3,4,5,2,3,#N/A,#N/A,"My department is not very diverse and there are few people I feel like I can talk to about challenges with. The department takes a heavy top-down approach to decision making about staff structure and responsibilities that makes me feel like I have no say or expertise to contribute to those decisions.  As a staff member, I don't feel there are any opportunities for growth for me within the department and I will have to leave to continue my professional development.",Response not listed (you'll have a chance to specify later),Yes,Yes,1,0,1,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,#N/A,Yes,#N/A,#N/A,#N/A,Bisexual,5,5,4,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Staff,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,#N/A,4,#N/A,Cisgender Woman*,"It's complicated, I'd like to expand further",No,0,1,0,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,PhD student,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Graduate,TRUE,
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",3,4,3,4,4,2,3,3,2,4,4,4,3,3,4,#N/A,3,#N/A,4,"My research, essential to graduating this semester, has been pushed off often in favor of other projects. I feel like I was forced to accept graduating a semester late.",Cisgender Woman*,Yes,Yes,1,0,0,0,1,0,1,FALSE,#N/A,"Yes, I have a disability",I have never served,Master's student,#N/A,#N/A,#N/A,#N/A,Lesbian,1,2,1,1,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Mental Health/Psychological Condition,#N/A,#N/A,#N/A,#N/A,#N/A,Graduate,FALSE,Lesbian
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,3,4,4,4,4,5,4,5,4,3,4,4,5,3,5,#N/A,4,#N/A,Cisgender Woman*,Yes,No,0,1,0,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,4th year undergraduate,#N/A,#N/A,#N/A,#N/A,bisexual,5,5,2,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,3,4,4,4,4,4,3,4,3,4,3,4,4,5,4,#N/A,4,#N/A,Cisgender Man*,"It's complicated, I'd like to expand further",No,0,1,0,0,0,0,0,TRUE,South Asian,"No, I do not have a disability",I have never served,PhD student,#N/A,#N/A,#N/A,#N/A,Bi-curious,4,3,3,3,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Graduate,FALSE,Questioning
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,3,2,4,3,3,#N/A,3,#N/A,2,4,4,3,4,4,3,3,#N/A,3,#N/A,Cisgender Woman*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,1st year undergraduate,#N/A,#N/A,#N/A,#N/A,Bisexual,4,3,2,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Faculty (e.g., instructional or research)",5,4,3,3,3,4,4,5,3,3,3,4,3,3,5,3,#N/A,4,#N/A,#N/A,Cisgender Man*,"It's complicated, I'd like to expand further",No,0,0,0,0,0,0,0,TRUE,South Asian,"No, I do not have a disability",I have never served,#N/A,#N/A,Not applicable to my position,Instructional faculty,#N/A,cis-gender,4,4,2,2,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Faculty,TRUE,
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,3,4,5,3,3,5,4,3,2,4,4,5,5,4,3,#N/A,4,#N/A,Cisgender Woman*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,3rd year undergraduate,#N/A,#N/A,#N/A,#N/A,Bisexual,4,4,3,3,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Staff (e.g., postdocs, technical staff, administrative staff, etc.)",4,4,4,4,4,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"It's complicated, I'd like to expand further",#N/A,0,0,0,0,0,0,0,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Staff,TRUE,
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",1,2,3,4,2,3,1,4,4,5,1,3,4,4,5,5,3,#N/A,4,#N/A,Nonbinary/Gender Non-Conforming,Yes,Yes,0,0,1,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,5th+ year undergraduate,#N/A,#N/A,#N/A,#N/A,bisexual/pansexual,5,4,3,2,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,3,4,4,4,4,4,4,4,4,4,4,3,5,1,5,#N/A,4,"Cockrell has very few female professors teaching technical subjects. Within my schooling, I have had two female professors that taught engineering courses, one of which was engineering communications which can be argued to be a soft skill.",Cisgender Woman*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,4th year undergraduate,#N/A,#N/A,#N/A,#N/A,Straight,4,2,1,1,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Straight
"Yes, I consent","Staff (e.g., postdocs, technical staff, administrative staff, etc.)",4,4,4,4,4,4,4,#N/A,4,4,3,3,3,3,5,1,5,#N/A,#N/A,#N/A,Cisgender Man*,Yes,Yes,0,0,1,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,#N/A,No,#N/A,#N/A,#N/A,homosexual,5,5,4,4,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Staff,FALSE,Gay
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",5,4,3,4,4,4,5,3,3,3,2,2,3,3,5,4,4,#N/A,5,#N/A,Cisgender Man*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,PhD student,#N/A,#N/A,#N/A,#N/A,Gay,2,4,1,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Graduate,FALSE,Gay
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,#N/A,4,#N/A,Cisgender Woman*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"Yes, I have a disability",I have never served,3rd year undergraduate,#N/A,#N/A,#N/A,#N/A,bi,3,3,3,3,3,#N/A,Attention Deficit/Hyperactivity Disorder,#N/A,#N/A,#N/A,Cognitive or Learning Disability,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,2,1,4,1,2,3,4,3,1,1,3,3,3,4,2,3,#N/A,4,"I feel like the professors sometimes forget that students are human beings with lives as well, and they don't treat us with the appropriate amount of respect at times",Cisgender Woman*,Yes,No,0,1,0,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,4th year undergraduate,#N/A,#N/A,#N/A,#N/A,Gay,4,4,3,3,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Gay
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",1,2,1,1,1,1,5,1,3,4,1,1,1,1,5,1,#N/A,#N/A,3,"The faculty and Administration of Cockrell are not at all inclusive of diverse communities. Speaking as a prominent member of the student orgs, SHPE, NSBE, Pi, and LGBQTies, this school cultivates a racist, sexist, classist, homophobic & transphobic community, not just for faculty and administration to uphold, but for students to participate in too.",Cisgender Woman*,Yes,Yes,0,0,1,0,0,0,0,FALSE,#N/A,"Yes, I have a disability",I have never served,5th+ year undergraduate,#N/A,#N/A,#N/A,#N/A,Bisexual,2,3,2,3,3,#N/A,Attention Deficit/Hyperactivity Disorder,#N/A,#N/A,#N/A,#N/A,#N/A,Mental Health/Psychological Condition,Physical/Mobility condition that affects walking,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Faculty (e.g., instructional or research)",4,4,4,3,1,4,3,4,4,4,1,4,1,1,1,3,#N/A,4,#N/A,"Why are you so focused on how people look? Does the fact that people look different mean they have different degrees of merit or ideas? The focus of this survey and your office is creating an environment that is highly divisive. Individuals should be treated equally and judged as individuals, not as members of a group.",Response not listed (you'll have a chance to specify later),"It's complicated, I'd like to expand further",#N/A,0,0,0,0,0,0,0,TRUE,#N/A,#N/A,I have never served,#N/A,#N/A,Associate,Tenured or tenure-track faculty,Why do you need to know this? Will that change how you view or treat me?,Why do you want to know about private issues like this. What does that have to do with my performance?,1,1,1,1,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Faculty,TRUE,
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,#N/A,4,#N/A,Cisgender Woman*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,Master's student,#N/A,#N/A,#N/A,#N/A,Lesbian,4,4,2,2,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Graduate,FALSE,Lesbian
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",3,4,3,3,2,3,3,3,3,3,4,#N/A,3,3,5,3,#N/A,#N/A,3,"Having started this last fall, I feel very detached from everything at UT, and quite frankly, a little left behind.",Cisgender Woman*,"It's complicated, I'd like to expand further",No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,PhD student,#N/A,#N/A,#N/A,#N/A,poly,2,2,2,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Graduate,FALSE,Queer
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,4,4,5,3,3,4,4,4,3,4,5,5,3,2,4,#N/A,4,"I do think diversity is important and we should encourage underrepresented groups to be here as student, staff, faculty or visiting researcher. However I do not think that this is essential for success, there are other aspects I consider more important such as quality of teaching, laboratory infrastructure, connections with industry and hiring the best overall candidate regardless of faith, race, or sexuality.",Cisgender Man*,Yes,Yes,0,0,1,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,PhD student,#N/A,#N/A,#N/A,#N/A,Bisexual man,2,2,1,1,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Graduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,4,3,4,4,4,4,3,4,3,2,3,3,5,2,4,#N/A,3,#N/A,Nonbinary/Gender Non-Conforming,Yes,Yes,0,0,1,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,PhD student,#N/A,#N/A,#N/A,#N/A,pansexual,2,2,2,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Graduate,FALSE,Pansexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",1,1,1,1,1,1,1,3,2,1,1,1,3,4,5,2,2,#N/A,1,"I know that in the end, no one really cares. That’s what I’m being taught to understand, that I’m alone. It’s just a hard pill to swallow sometimes.",Cisgender Woman*,"It's complicated, I'd like to expand further",No,0,1,0,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,1st year undergraduate,#N/A,#N/A,#N/A,#N/A,Asexual,3,2,2,2,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Asexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",1,1,2,2,2,1,1,3,1,1,1,4,3,5,5,4,1,#N/A,1,"No. I feel like ever sense the pandemic began, we have been completely forgotten about and the only thing this school cares about is money.",Cisgender Woman*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,3rd year undergraduate,#N/A,#N/A,#N/A,#N/A,#N/A,3,3,3,3,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Undisclosed
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,#N/A,5,#N/A,Cisgender Woman*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,Master's student,#N/A,#N/A,#N/A,#N/A,Lesbian,5,5,3,3,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Graduate,FALSE,Lesbian
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,3,4,4,4,4,4,4,3,4,4,3,4,5,3,4,#N/A,4,#N/A,Cisgender Man*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,1st year undergraduate,#N/A,#N/A,#N/A,#N/A,Bisexual,4,4,3,3,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,#N/A,5,#N/A,Cisgender Woman*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,3rd year undergraduate,#N/A,#N/A,#N/A,#N/A,Biromantic Asexual,4,4,3,3,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Asexual
"Yes, I consent","Staff (e.g., postdocs, technical staff, administrative staff, etc.)",2,1,1,4,4,4,3,4,2,5,2,4,4,4,5,4,1,#N/A,#N/A,#N/A,Cisgender Woman*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,#N/A,No,#N/A,#N/A,#N/A,pansexual,3,3,2,2,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Staff,FALSE,Pansexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",5,4,3,2,4,4,4,4,4,3,3,3,4,5,5,4,2,#N/A,2,I don't feel as if any staff members of Cockrell specifically care for my success.,Cisgender Woman*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,2nd year undergraduate,#N/A,#N/A,#N/A,#N/A,"Asexual, aromantic",1,1,1,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Asexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,#N/A,5,#N/A,Cisgender Man*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,Master's student,#N/A,#N/A,#N/A,#N/A,Gay,5,5,3,5,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Graduate,FALSE,Gay
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",3,3,2,4,2,3,3,4,4,2,3,3,2,2,4,3,3,#N/A,3,"The way in which the department makes me feel most alienated is in the fact that student's who do not want to devote their whole lives to research. We're all encouraged to do out-reach and given opportunities for career development in R&D or academia, but there isn't any guidance for students who get a little farther into the program and realize that maybe research isn't their passion. Furthermore, I don't even feel comfortable talking with supervisors or any PIs about this. I feel pretty mentor-less.",Cisgender Man*,"It's complicated, I'd like to expand further",No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,PhD student,#N/A,#N/A,#N/A,#N/A,Gay cis-man,4,5,2,3,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Graduate,FALSE,Gay
